isoform	gene
T165452	PXDC1
T165453	PXDC1
T165454	PXDC1
T165455	PXDC1
T165456	PXDC1
T165457	PXDC1
T165460	PXDC1
T165477	MDGA1
T165478	MDGA1
T165480	MDGA1
T165481	MDGA1
T165482	MDGA1
T165486	ZFAND3
T165487	ZFAND3
T165488	ZFAND3
T165489	ZFAND3
T165490	ZFAND3
T165491	ZFAND3
T165492	ZFAND3
T165493	ZFAND3
T165494	ZFAND3
T165511	ZFAND3
T165519	FAM50B
T165520	FAM50B
T165527	BTBD9
T165529	BTBD9
T165531	GLO1
T165532	GLO1
T165546	GLP1R
T165548	SAYSD1
T165549	SAYSD1
T165551	SAYSD1
T165552	SAYSD1
T165558	IRF4
T165559	KCNK5
T165560	KCNK5
T165561	KCNK17
T165574	KIF6
T165575	KIF6
T165583	KIF6
T165585	DAAM2
T165605	DAAM2
T165608	DAAM2
T165609	MOCS1
T165610	MOCS1
T165628	PRPF4B
T165629	PRPF4B
T165630	PRPF4B
T165637	PRPF4B
T165639	PRPF4B
T165652	LRFN2
T165678	OARD1
T165679	OARD1
T165681	OARD1
T165682	OARD1
T165683	OARD1
T165684	OARD1
T165685	NFYA
T165686	NFYA
T165687	NFYA
T165688	NFYA
T165698	TREM2
T165704	TREML2
T165719	TREM1
T165724	ECI2
T165725	ECI2
T165726	ECI2
T165731	FOXP4
T165732	FOXP4
T165733	FOXP4
T165734	FOXP4
T165740	FOXP4
T165746	MDFI
T165748	MDFI
T165749	MDFI
T165750	MDFI
T165752	MDFI
T165755	TFEB
T165756	TFEB
T165757	TFEB
T165759	TFEB
T165760	TFEB
T165761	TFEB
T165762	TFEB
T165774	FRS3
T165775	FRS3
T165776	PRICKLE4
T165778	TOMM6
T165780	TOMM6
T165781	TOMM6
T165786	USP49
T165788	MED20
T165789	MED20
T165790	BYSL
T165791	BYSL
T165792	BYSL
T165795	CCND3
T165798	CCND3
T165799	CCND3
T165809	CCND3
T165811	CCND3
T165812	CCND3
T165813	TAF8
T165814	TAF8
T165819	C6orf132
T165820	C6orf132
T165833	MRPS10
T165849	TRERF1
T165850	TRERF1
T165851	TRERF1
T165852	TRERF1
T165853	TRERF1
T165854	TRERF1
T165859	UBR2
T165860	UBR2
T165861	UBR2
T165862	UBR2
T165863	UBR2
T165864	UBR2
T165865	UBR2
T165878	ATP6V0CP3
T165881	TBCC
T165882	TBCC
T165884	GLTSCR1L
T165886	TBCC
T165893	GLTSCR1L
T165894	GLTSCR1L
T165895	GLTSCR1L
T165896	GLTSCR1L
T165904	RPL7L1
T165905	RPL7L1
T165906	RPL7L1
T165907	C6orf226
T165916	CNPY3
T165918	CNPY3
T165920	CNPY3
T165923	CNPY3
T165924	CNPY3
T165928	RPL24P4
T165929	RPL24P4
T165932	GNMT
T165933	PEX6
T165934	PEX6
T165935	PEX6
T165937	PPP2R5D
T165939	MEA1
T165940	MEA1
T165941	MEA1
T165942	KLHDC3
T165944	KLHDC3
T165950	RRP36
T165951	RRP36
T165952	RRP36
T165954	CUL7
T165955	CUL7
T165956	CUL7
T165957	CUL7
T165958	MRPL2
T165959	MRPL2
T165960	KLC4
T165961	KLC4
T165962	KLC4
T165963	PTK7
T165964	PTK7
T165965	PTK7
T165966	PTK7
T165967	PTK7
T165968	PTK7
T165969	PTK7
T165970	PTK7
T165971	PTK7
T165978	SRF
T165979	SRF
T165980	SRF
T165981	SRF
T165982	SRF
T165983	SRF
T165985	SRF
T165991	CUL9
T166001	DNPH1
T166002	DNPH1
T166003	DNPH1
T166004	DNPH1
T166006	TTBK1
T166013	CRIP3
T166016	ZNF318
T166017	ZNF318
T166018	ZNF318
T166019	ZNF318
T166023	ABCC10
T166024	ABCC10
T166025	ABCC10
T166026	ABCC10
T166029	DLK2
T166030	DLK2
T166031	DLK2
T166034	TJAP1
T166045	LRRC73
T166047	LRRC73
T166048	LRRC73
T166049	LRRC73
T166053	YIPF3
T166054	YIPF3
T166055	YIPF3
T166056	YIPF3
T166057	YIPF3
T166058	YIPF3
T166059	POLR1C
T166061	XPO5
T166063	XPO5
T166064	XPO5
T166065	XPO5
T166066	POLH
T166067	POLH
T166073	GTPBP2
T166074	GTPBP2
T166075	GTPBP2
T166076	GTPBP2
T166078	MAD2L1BP
T166079	MAD2L1BP
T166080	MAD2L1BP
T166081	RSPH9
T166082	RSPH9
T166083	RSPH9
T166086	MRPS18A
T166092	VEGFA
T166093	VEGFA
T166095	VEGFA
T166100	VEGFA
T166120	C6orf223
T166121	C6orf223
T166148	TMEM63B
T166149	TMEM63B
T166153	MRPL14
T166154	MRPL14
T166155	TMEM63B
T166156	TMEM63B
T166157	TMEM63B
T166158	TMEM63B
T166163	TMEM63B
T166164	TMEM63B
T166171	SLC29A1
T166174	SLC29A1
T166175	SLC29A1
T166176	SLC29A1
T166177	SLC29A1
T166178	SLC29A1
T166184	SLC29A1
T166185	SLC29A1
T166187	SLC29A1
T166196	HSP90AB1
T166200	HSP90AB1
T166203	HSP90AB1
T166204	HSP90AB1
T166209	HSP90AB1
T166210	HSP90AB1
T166215	MIR4647
T166216	SLC35B2
T166217	SLC35B2
T166222	NFKBIE
T166223	NFKBIE
T166224	NFKBIE
T166226	NFKBIE
T166228	TMEM151B
T166241	TCTE1
T166245	AARS2
T166249	CDC5L
T166250	CDC5L
T166251	CDC5L
T166252	CDC5L
T166253	CDC5L
T166287	RUNX2
T166299	SUPT3H
T166300	SUPT3H
T166301	SUPT3H
T166308	RUNX2
T166310	RUNX2
T166311	RUNX2
T166312	RUNX2
T166314	RUNX2
T166316	RUNX2
T166318	RUNX2
T166320	RUNX2
T166322	RUNX2
T166383	CLIC5
T166384	CLIC5
T166394	ENPP4
T166396	ENPP4
T166397	ENPP4
T166407	ENPP5
T166408	ENPP5
T166409	ENPP5
T166418	RCAN2
T166420	RCAN2
T166423	RCAN2
T166424	RCAN2
T166435	RCAN2
T166437	RCAN2
T166439	CYP39A1
T166442	CYP39A1
T166443	CYP39A1
T166447	SLC25A27
T166462	PLA2G7
T166463	PLA2G7
T166488	ADGRF5
T166491	ADGRF5
T166497	ADGRF1
T166506	TNFRSF21
T166507	TNFRSF21
T166509	TNFRSF21
T166511	TNFRSF21
T166512	TNFRSF21
T166513	TNFRSF21
T166518	CD2AP
T166519	CD2AP
T166520	CD2AP
T166521	CD2AP
T166523	CD2AP
T166528	CD2AP
T166529	CD2AP
T166531	ADGRF2
T166533	ADGRF4
T166535	ADGRF4
T166544	CDYL
T166551	PTCHD4
T166552	PTCHD4
T166555	PTCHD4
T166556	PTCHD4
T166557	PTCHD4
T166569	MUT
T166570	MUT
T166571	MUT
T166572	CENPQ
T166573	CENPQ
T166581	C6orf141
T166598	CRISP3
T166620	RPP40
T166622	RPP40
T166643	TFAP2B
T166653	RPS17P5
T166655	PPP1R3G
T166656	FTH1P5
T166673	MCM3
T166675	MCM3
T166677	PAQR8
T166678	PAQR8
T166679	PAQR8
T166682	PAQR8
T166683	PAQR8
T166685	EFHC1
T166686	EFHC1
T166687	EFHC1
T166689	EFHC1
T166690	EFHC1
T166700	TRAM2
T166706	TMEM14A
T166712	LYRM4
T166713	LYRM4
T166714	FARS2
T166715	LYRM4
T166717	LYRM4
T166718	FARS2
T166722	GSTA1
T166730	GSTA4
T166731	GSTA4
T166732	GSTA4
T166735	ICK
T166736	ICK
T166737	ICK
T166738	FBXO9
T166739	FBXO9
T166740	FBXO9
T166741	FBXO9
T166742	FBXO9
T166751	ELOVL5
T166752	ELOVL5
T166753	ELOVL5
T166754	ELOVL5
T166770	ELOVL5
T166771	ELOVL5
T166779	GCLC
T166781	GCLC
T166782	GCLC
T166783	GCLC
T166803	LRRC1
T166804	LRRC1
T166805	LRRC1
T166806	LRRC1
T166807	LRRC1
T166809	LRRC1
T166842	KRASP1
T166849	FAM83B
T166858	HMGCLL1
T166860	HMGCLL1
T166871	BMP5
T166878	COL21A1
T166880	COL21A1
T166889	DST
T166900	DST
T166909	DST
T166913	DST
T166919	DST
T166948	DST
T166959	DST
T166960	DST
T166971	DST
T166972	DST
T166973	DST
T166974	DST
T166975	DST
T166976	DST
T166977	DST
T166979	DST
T166984	DST
T166985	DST
T166986	DST
T166994	DST
T166995	DST
T166996	DST
T166997	BEND6
T166999	DST
T167000	BEND6
T167001	BEND6
T167002	DST
T167003	BEND6
T167006	BEND6
T167009	KIAA1586
T167010	KIAA1586
T167011	KIAA1586
T167012	KIAA1586
T167014	ZNF451
T167015	ZNF451
T167016	ZNF451
T167017	ZNF451
T167020	BAG2
T167021	BAG2
T167022	BAG2
T167023	BAG2
T167025	BAG2
T167028	RAB23
T167029	RAB23
T167030	RAB23
T167031	RAB23
T167032	RAB23
T167033	RAB23
T167034	RAB23
T167037	PRIM2
T167038	PRIM2
T167050	GUSBP4
T167085	NRN1
T167086	NRN1
T167090	NRN1
T167092	NRN1
T167107	KHDRBS2
T167110	F13A1
T167113	FKBP1C
T167153	PTP4A1
T167155	PTP4A1
T167157	PTP4A1
T167162	PTP4A1
T167163	PTP4A1
T167164	PTP4A1
T167167	PTP4A1
T167168	PTP4A1
T167169	PTP4A1
T167170	PTP4A1
T167171	PTP4A1
T167174	PHF3
T167175	PHF3
T167176	PHF3
T167177	PHF3
T167178	PHF3
T167211	LY86
T167339	EXOC2
T167340	EXOC2
T167341	EXOC2
T167348	ADGRB3
T167384	LMBRD1
T167385	LMBRD1
T167386	LMBRD1
T167387	LMBRD1
T167388	LMBRD1
T167389	LMBRD1
T167390	LMBRD1
T167391	LMBRD1
T167392	LMBRD1
T167393	LMBRD1
T167398	COL19A1
T167410	COL9A1
T167411	COL9A1
T167413	RREB1
T167414	RREB1
T167415	RREB1
T167416	RREB1
T167417	RREB1
T167418	RREB1
T167419	RREB1
T167420	RREB1
T167425	FAM135A
T167426	FAM135A
T167432	SDHAF4
T167433	SDHAF4
T167434	SMAP1
T167435	SMAP1
T167436	SMAP1
T167437	SMAP1
T167438	SMAP1
T167439	SMAP1
T167456	B3GAT2
T167469	OGFRL1
T167470	OGFRL1
T167474	OGFRL1
T167480	MIR30A
T167483	LINC00472
T167484	LINC00472
T167485	LINC00472
T167501	RIMS1
T167507	SSR1
T167513	SSR1
T167538	SSR1
T167539	SSR1
T167545	KCNQ5
T167547	KCNQ5
T167548	KCNQ5
T167550	KCNQ5
T167552	KCNQ5
T167553	KCNQ5
T167554	KCNQ5
T167555	KCNQ5
T167575	RIOK1
T167576	CAGE1
T167577	RIOK1
T167578	RIOK1
T167593	KHDC1
T167596	KHDC1
T167610	DDX43
T167611	DDX43
T167612	DDX43
T167613	OOEP
T167614	OOEP
T167615	MB21D1
T167616	MB21D1
T167617	MB21D1
T167618	MB21D1
T167619	MB21D1
T167621	MTO1
T167622	MTO1
T167623	MTO1
T167624	MTO1
T167625	MTO1
T167628	EEF1A1
T167629	EEF1A1
T167630	EEF1A1
T167631	EEF1A1
T167632	EEF1A1
T167633	EEF1A1
T167634	EEF1A1
T167635	EEF1A1
T167636	EEF1A1
T167639	EEF1A1
T167640	EEF1A1
T167641	EEF1A1
T167642	EEF1A1
T167643	EEF1A1
T167647	SLC17A5
T167648	SLC17A5
T167650	CD109
T167651	CD109
T167654	CD109
T167655	CD109
T167658	CD109
T167668	CD109
T167677	DSP
T167680	DSP
T167681	DSP
T167684	DSP
T167692	DSP
T167722	DSP
T167723	COL12A1
T167725	COL12A1
T167727	DSP
T167728	COL12A1
T167761	COL12A1
T167773	DSP
T167776	DSP
T167782	DSP
T167783	DSP
T167803	SNRNP48
T167804	SNRNP48
T167808	COL12A1
T167812	COL12A1
T167813	COL12A1
T167817	COX7A2
T167821	TMEM30A
T167822	TMEM30A
T167823	TMEM30A
T167824	TMEM30A
T167830	FILIP1
T167833	FILIP1
T167835	FILIP1
T167836	FILIP1
T167837	FILIP1
T167840	SENP6
T167841	SENP6
T167842	SENP6
T167843	SENP6
T167844	SENP6
T167845	SENP6
T167846	SENP6
T167847	SENP6
T167848	SENP6
T167849	SENP6
T167850	SENP6
T167851	SENP6
T167860	MYO6
T167861	MYO6
T167862	MYO6
T167863	MYO6
T167866	MYO6
T167876	BMP6
T167888	HTR1B
T167889	HTR1B
T167894	TXNDC5
T167898	TXNDC5
T167899	TXNDC5
T167903	IRAK1BP1
T167904	IRAK1BP1
T167905	IRAK1BP1
T167917	PHIP
T167918	PHIP
T167919	PHIP
T167926	HMGN3
T167937	DBIP1
T167942	LCA5
T167943	LCA5
T167944	LCA5
T167953	SH3BGRL2
T167956	SH3BGRL2
T167957	SH3BGRL2
T167962	SH3BGRL2
T167970	BLOC1S5
T167971	ELOVL4
T167972	ELOVL4
T167973	ELOVL4
T167974	ELOVL4
T167978	TTK
T167979	TTK
T167981	BCKDHB
T167982	BCKDHB
T167986	EEF1E1
T168008	FAM46A
T168010	FAM46A
T168011	FAM46A
T168024	IBTK
T168041	TPBG
T168048	TPBG
T168082	UBE3D
T168083	UBE3D
T168084	DOPEY1
T168085	DOPEY1
T168091	PGM3
T168092	RWDD2A
T168093	RWDD2A
T168094	PGM3
T168097	ME1
T168101	ME1
T168102	ME1
T168103	ME1
T168104	ME1
T168105	ME1
T168109	PRSS35
T168117	SLC35B3
T168118	SLC35B3
T168129	SNAP91
T168135	RIPPLY2
T168136	CYB5R4
T168141	MRAP2
T168142	MRAP2
T168143	MRAP2
T168148	CEP162
T168154	TBX18
T168155	TBX18
T168156	TBX18
T168157	TBX18
T168158	TBX18
T168168	NT5E
T168169	NT5E
T168172	NT5E
T168173	NT5E
T168184	NT5E
T168191	SNX14
T168192	SNX14
T168193	SNX14
T168194	SNX14
T168195	SNX14
T168196	SNX14
T168203	SYNCRIP
T168204	SYNCRIP
T168205	SYNCRIP
T168206	SYNCRIP
T168207	SYNCRIP
T168208	SYNCRIP
T168210	SNORD50A
T168211	SNORD50A
T168212	SNHG5
T168225	HTR1E
T168226	HTR1E
T168231	CGA
T168232	RCN1P1
T168235	ZNF292
T168244	SMIM8
T168246	CFAP206
T168247	SLC35A1
T168249	RARS2
T168250	ORC3
T168253	AKIRIN2
T168254	AKIRIN2
T168255	AKIRIN2
T168256	AKIRIN2
T168257	AKIRIN2
T168258	AKIRIN2
T168259	AKIRIN2
T168269	CNR1
T168270	CNR1
T168271	CNR1
T168273	CNR1
T168278	ACTBP8
T168288	RNGTT
T168289	RNGTT
T168316	PNRC1
T168319	PNRC1
T168320	PNRC1
T168322	PNRC1
T168324	PNRC1
T168331	SRSF12
T168332	SRSF12
T168334	PM20D2
T168335	PM20D2
T168348	UBE2J1
T168349	UBE2J1
T168351	UBE2J1
T168352	UBE2J1
T168354	UBE2J1
T168355	RRAGD
T168356	RRAGD
T168357	RRAGD
T168358	RRAGD
T168360	ANKRD6
T168361	ANKRD6
T168371	LYRM2
T168372	LYRM2
T168386	MDN1
T168388	CASP8AP2
T168389	CASP8AP2
T168406	BACH2
T168415	BACH2
T168418	BACH2
T168420	BACH2
T168421	BACH2
T168422	BACH2
T168423	BACH2
T168440	MAP3K7
T168463	EPHA7
T168464	EPHA7
T168484	MANEA
T168489	FUT9
T168501	UFL1
T168506	FHL5
T168512	GPR63
T168513	GPR63
T168514	GPR63
T168515	NDUFAF4
T168517	NDUFAF4
T168523	KLHL32
T168527	KLHL32
T168534	MMS22L
T168550	POU3F2
T168560	FBXL4
T168561	FBXL4
T168565	FAXC
T168566	FAXC
T168567	FAXC
T168568	FAXC
T168569	FAXC
T168570	FAXC
T168571	COQ3
T168572	PNISR
T168584	PNISR
T168591	PNISR
T168598	USP45
T168599	USP45
T168606	ZCWPW1
T168607	ZCWPW1
T168608	ZCWPW1
T168609	ZCWPW1
T168610	MEPCE
T168611	ZCWPW1
T168612	MEPCE
T168613	MEPCE
T168614	MEPCE
T168615	MEPCE
T168616	MEPCE
T168618	MEPCE
T168626	PPP1R35
T168627	PPP1R35
T168633	TSC22D4
T168634	TSC22D4
T168635	TSC22D4
T168636	TSC22D4
T168637	TSC22D4
T168638	TSC22D4
T168639	TSC22D4
T168640	NYAP1
T168644	NYAP1
T168648	AGFG2
T168649	AGFG2
T168650	AGFG2
T168651	AGFG2
T168660	AGFG2
T168666	LRCH4
T168667	LRCH4
T168668	LRCH4
T168669	LRCH4
T168670	FBXO24
T168672	PCOLCE
T168685	PCOLCE
T168686	PCOLCE
T168687	PCOLCE
T168690	PCOLCE
T168694	PCOLCE
T168698	MOSPD3
T168700	MOSPD3
T168701	MOSPD3
T168703	TFR2
T168716	ACTL6B
T168717	GNB2
T168719	GNB2
T168720	GNB2
T168721	GNB2
T168722	GNB2
T168723	GNB2
T168725	GNB2
T168726	GNB2
T168727	GNB2
T168732	GIGYF1
T168733	GIGYF1
T168737	POP7
T168738	POP7
T168743	EPHB4
T168744	EPHB4
T168745	EPHB4
T168747	EPHB4
T168749	SLC12A9
T168751	SLC12A9
T168753	TRIP6
T168755	SRRT
T168756	SRRT
T168758	SRRT
T168759	SRRT
T168760	UFSP1
T168761	ACHE
T168762	ACHE
T168764	ACHE
T168767	ACHE
T168773	MUC3B
T168785	MUC3B
T168786	MUC3B
T168796	MUC3B
T168804	MUC3B
T168805	MUC3B
T168808	MUC3B
T168809	MUC3B
T168815	MUC12
T168816	MUC12
T168824	TRIM56
T168825	TRIM56
T168827	SERPINE1
T168839	SERPINE1
T168900	AP1S1
T168901	AP1S1
T168902	AP1S1
T168940	VGF
T168942	VGF
T168954	PLOD3
T168955	PLOD3
T168956	PLOD3
T168957	PLOD3
T168958	PLOD3
T168959	PLOD3
T168960	PLOD3
T168961	PLOD3
T168962	ZNHIT1
T168963	ZNHIT1
T168968	CLDN15
T168973	FIS1
T168974	FIS1
T168975	FIS1
T168977	FIS1
T168986	IFT22
T168989	COL26A1
T168990	COL26A1
T168992	COL26A1
T169013	CUX1
T169014	CUX1
T169016	CUX1
T169020	COX19
T169025	COX19
T169026	COX19
T169042	CUX1
T169054	SH2B2
T169065	PRKRIP1
T169067	PRKRIP1
T169075	ORAI2
T169077	ALKBH4
T169078	LRWD1
T169079	LRWD1
T169080	POLR2J
T169081	RASA4
T169085	POLR2J2
T169087	RASA4
T169088	FAM185A
T169092	LRRC17
T169094	LRRC17
T169095	LRRC17
T169096	FBXL13
T169103	FBXL13
T169104	FBXL13
T169105	ARMC10
T169106	ARMC10
T169108	NAPEPLD
T169109	NAPEPLD
T169110	NAPEPLD
T169111	NAPEPLD
T169112	NAPEPLD
T169113	NAPEPLD
T169114	NAPEPLD
T169120	DPY19L2P2
T169121	PMPCB
T169130	DNAJC2
T169131	DNAJC2
T169132	PSMC2
T169133	PSMC2
T169149	RELN
T169151	RELN
T169155	ORC5
T169212	KMT2E
T169213	KMT2E
T169214	KMT2E
T169225	KMT2E
T169232	SRPK2
T169233	SRPK2
T169236	SRPK2
T169246	SRPK2
T169247	SRPK2
T169248	SRPK2
T169249	SRPK2
T169251	PUS7
T169253	RINT1
T169255	RINT1
T169256	RINT1
T169257	RINT1
T169258	RINT1
T169259	EFCAB10
T169267	ATXN7L1
T169268	ATXN7L1
T169285	CDHR3
T169286	ATXN7L1
T169287	ATXN7L1
T169288	CDHR3
T169289	CDHR3
T169296	SYPL1
T169297	SYPL1
T169298	SYPL1
T169299	SYPL1
T169335	NAMPT
T169379	NAMPT
T169385	NAMPT
T169386	NAMPT
T169453	CCDC71L
T169454	CCDC71L
T169455	CCDC71L
T169478	PIK3CG
T169479	PIK3CG
T169480	PIK3CG
T169481	PIK3CG
T169483	PIK3CG
T169492	PRKAR2B
T169494	PRKAR2B
T169508	C7orf50
T169511	HBP1
T169512	HBP1
T169515	HBP1
T169517	HBP1
T169518	HBP1
T169522	GPR22
T169527	COG5
T169528	DUS4L
T169529	DUS4L
T169530	COG5
T169531	COG5
T169533	BCAP29
T169534	BCAP29
T169560	SLC26A4
T169570	CBLL1
T169571	CBLL1
T169572	CBLL1
T169573	CBLL1
T169575	CBLL1
T169582	DLD
T169589	LAMB1
T169591	LAMB1
T169592	LAMB1
T169598	LAMB1
T169600	LAMB1
T169602	LAMB1
T169604	LAMB1
T169605	LAMB1
T169623	NRCAM
T169624	NRCAM
T169639	NRCAM
T169648	NRCAM
T169658	PNPLA8
T169664	THAP5
T169665	THAP5
T169666	DNAJB9
T169668	DNAJB9
T169669	DNAJB9
T169670	DNAJB9
T169674	GPR146
T169675	GPR146
T169680	GPR146
T169685	NDUFA4
T169686	NDUFA4
T169688	PHF14
T169689	PHF14
T169690	PHF14
T169703	LRRN3
T169717	IMMP2L
T169729	IMMP2L
T169788	DOCK4
T169789	DOCK4
T169791	ZNF277
T169792	ZNF277
T169793	ZNF277
T169799	IFRD1
T169800	IFRD1
T169803	IFRD1
T169805	IFRD1
T169820	TMEM168
T169824	BMT2
T169825	BMT2
T169826	BMT2
T169832	GPER1
T169833	GPER1
T169835	GPER1
T169837	GPR85
T169838	GPR85
T169839	GPR85
T169840	GPR85
T169846	GPER1
T169847	GPER1
T169863	FOXP2
T169864	FOXP2
T169870	FOXP2
T169887	MDFIC
T169889	MDFIC
T169890	MDFIC
T169891	MDFIC
T169892	MDFIC
T169893	MDFIC
T169894	MDFIC
T169895	MDFIC
T169896	MDFIC
T169897	MDFIC
T169913	TFEC
T169921	TES
T169936	TES
T169938	TES
T169941	TES
T169942	TES
T169943	TES
T169954	CAV2
T169955	CAV2
T169959	CAV2
T169961	CAV2
T169963	CAV2
T169965	CAV2
T169969	CAV1
T169971	CAV1
T169972	CAV1
T169975	CAV1
T169976	CAV1
T169977	CAV1
T169978	CAV1
T169986	CAV1
T169989	CAV1
T169990	CAV1
T169991	CAV1
T169993	CAV1
T169994	CAV1
T169997	CAV1
T169998	CAV1
T170017	MET
T170020	MET
T170021	MET
T170022	MET
T170024	MET
T170030	MET
T170032	MET
T170038	CAPZA2
T170039	CAPZA2
T170040	CAPZA2
T170044	ST7
T170045	ST7
T170046	ST7
T170047	ST7
T170048	ST7
T170049	ST7-AS1
T170054	ST7
T170055	ST7
T170058	ST7
T170071	WNT2
T170082	CFTR
T170112	CTTNBP2
T170114	CTTNBP2
T170115	CTTNBP2
T170118	C7orf50
T170119	C7orf50
T170123	LSM8
T170124	LSM8
T170127	ANKRD7
T170147	THSD7A
T170148	THSD7A
T170149	THSD7A
T170151	THSD7A
T170163	KCND2
T170164	KCND2
T170177	ZFAND2A
T170178	ZFAND2A
T170180	ZFAND2A
T170189	ZFAND2A
T170211	TSPAN12
T170212	TSPAN12
T170213	TSPAN12
T170215	TSPAN12
T170217	ING3
T170218	ING3
T170219	ING3
T170221	CPED1
T170222	CPED1
T170225	CPED1
T170226	CPED1
T170227	CPED1
T170228	CPED1
T170229	CPED1
T170230	CPED1
T170233	CPED1
T170234	CPED1
T170235	CPED1
T170236	CPED1
T170237	CPED1
T170238	CPED1
T170239	CPED1
T170240	CPED1
T170244	CPED1
T170260	WNT16
T170265	FAM3C
T170266	FAM3C
T170293	PTPRZ1
T170296	PTPRZ1
T170302	PTPRZ1
T170310	AASS
T170311	AASS
T170321	FEZF1
T170353	RPS26P31
T170365	TMEM106B
T170366	TMEM106B
T170367	TMEM106B
T170368	CADPS2
T170369	CADPS2
T170379	IQUB
T170380	NDUFA5
T170409	WASL
T170410	WASL
T170411	WASL
T170412	WASL
T170414	WASL
T170427	TMEM229A
T170442	GPR37
T170446	GPR37
T170449	VWDE
T170451	POT1
T170454	POT1
T170475	SCIN
T170476	SCIN
T170477	SCIN
T170513	GRM8
T170515	ZNF800
T170516	ZNF800
T170518	ZNF800
T170519	ZNF800
T170521	ZNF800
T170522	ZNF800
T170523	ZNF800
T170526	GCC1
T170527	ARF5
T170540	ARL4A
T170541	ARL4A
T170542	ARL4A
T170543	ARL4A
T170545	ARL4A
T170549	SND1
T170550	SND1
T170563	LRRC4
T170564	LRRC4
T170567	LRRC4
T170568	LRRC4
T170569	LRRC4
T170585	RBM28
T170586	RBM28
T170587	PRRT4
T170590	PRRT4
T170594	IMPDH1
T170595	IMPDH1
T170599	IMPDH1
T170600	IMPDH1
T170601	IMPDH1
T170602	IMPDH1
T170605	METTL2B
T170606	HILPDA
T170607	HILPDA
T170609	METTL2B
T170619	FAM71F1
T170623	CALU
T170626	CALU
T170627	CALU
T170628	CALU
T170630	CALU
T170631	CALU
T170632	CALU
T170654	CCDC136
T170656	CCDC136
T170657	CCDC136
T170661	FLNC
T170662	FLNC
T170663	FLNC
T170666	FLNC
T170672	ATP6V1F
T170673	ATP6V1F
T170674	ATP6V1F
T170675	ATP6V1F
T170691	KCP
T170692	KCP
T170698	IRF5
T170708	IRF5
T170711	TNPO3
T170712	TNPO3
T170713	TNPO3
T170717	SMO
T170718	SMO
T170719	SMO
T170720	SMO
T170721	SMO
T170722	SMO
T170723	AHCYL2
T170727	AHCYL2
T170731	AHCYL2
T170750	STRIP2
T170751	STRIP2
T170759	NRF1
T170760	NRF1
T170773	UBE2H
T170774	UBE2H
T170775	UBE2H
T170778	ZC3HC1
T170779	KLHDC10
T170785	TMEM209
T170786	TMEM209
T170806	CPA4
T170807	CPA4
T170892	CEP41
T170896	CEP41
T170897	CEP41
T170898	CEP41
T170900	MEST
T170901	MEST
T170903	MEST
T170904	MEST
T170905	MEST
T170906	MEST
T170912	MIR335
T170924	COPG2
T170931	MIR29B1
T171074	MKLN1
T171076	MKLN1
T171077	MKLN1
T171086	MKLN1
T171088	MKLN1
T171089	MKLN1
T171094	MKLN1
T171104	PODXL
T171115	PODXL
T171116	PODXL
T171136	PLXNA4
T171138	PLXNA4
T171140	PLXNA4
T171144	MIR3654
T171149	CHCHD3
T171150	CHCHD3
T171151	CHCHD3
T171152	EXOC4
T171188	LRGUK
T171191	SLC35B4
T171192	SLC35B4
T171196	AKR1B1
T171197	AKR1B1
T171198	AKR1B1
T171202	AKR1B10
T171206	AKR1B15
T171210	BPGM
T171211	BPGM
T171225	CALD1
T171227	CALD1
T171234	CALD1
T171235	CALD1
T171237	CALD1
T171238	CALD1
T171284	CALD1
T171294	CALD1
T171304	CALD1
T171305	CALD1
T171306	CALD1
T171307	CALD1
T171308	CALD1
T171310	AGBL3
T171313	C7orf49
T171314	TMEM140
T171316	TMEM140
T171323	C7orf49
T171324	C7orf49
T171325	C7orf49
T171326	C7orf49
T171327	C7orf49
T171333	WDR91
T171341	CNOT4
T171342	NUP205
T171347	C7orf73
T171355	SLC13A4
T171357	FAM180A
T171360	MTPN
T171361	LUZP6
T171362	MTPN
T171366	MTPN
T171367	MTPN
T171392	CHRM2
T171419	PTN
T171428	DGKI
T171430	DGKI
T171442	DGKI
T171444	DGKI
T171452	CREB3L2
T171453	CREB3L2
T171454	CREB3L2
T171456	CREB3L2
T171458	CREB3L2
T171462	CREB3L2
T171465	CREB3L2
T171468	CREB3L2
T171469	CREB3L2
T171470	CREB3L2
T171471	CREB3L2
T171488	TRIM24
T171489	TRIM24
T171491	TRIM24
T171492	TRIM24
T171493	TRIM24
T171494	TRIM24
T171517	ATP6V0A4
T171529	KIAA1549
T171530	KIAA1549
T171531	KIAA1549
T171532	KIAA1549
T171533	KIAA1549
T171535	ZC3HAV1L
T171547	ZC3HAV1
T171549	ZC3HAV1
T171557	TTC26
T171560	UBN2
T171561	UBN2
T171562	UBN2
T171563	UBN2
T171567	FMC1
T171568	FMC1
T171570	FMC1
T171571	FMC1
T171572	LUC7L2
T171573	LUC7L2
T171574	LUC7L2
T171576	LUC7L2
T171577	LUC7L2
T171596	KLRG2
T171598	CLEC2L
T171599	ERHP1
T171606	HIPK2
T171614	HIPK2
T171624	HIPK2
T171626	HIPK2
T171631	HIPK2
T171632	HIPK2
T171634	HIPK2
T171635	HIPK2
T171636	HIPK2
T171638	TBXAS1
T171641	TBXAS1
T171657	PARP12
T171659	PARP12
T171671	KDM7A
T171672	KDM7A
T171694	SLC37A3
T171695	RAB19
T171696	RAB19
